Participant, Trial.Number, Trial.Accuracy, Trial.Type, Frames to Target, Frames to Distractor,
B41RRG,Trial 4,0.721311475,noise_hand,44,17,
B41RRG,Trial 5,0.467532468,quiet_hand,36,41,
B41RRG,Trial 6,0.195652174,quiet_car,18,74,
B41RRG,Trial 7,0.363636364,noise_foot,16,28,
B41RRG,Trial 8,0,noise_stroller,0,4,DROPPED
B41RRG,Trial 9,NaN,noise_car,0,0,DROPPED
B41RRG,Trial 10,1,quiet_foot,9,0,DROPPED
B41RRG,Trial 11,0.628205128,baseline_3,49,29,
B41RRG,Trial 12,0.37,baseline_4,37,63,
B41RRG,Trial 13,0,quiet_ojo,0,55,
B41RRG,Trial 14,0.457142857,noise_perro,32,38,
B41RRG,Trial 15,0.671428571,noise_nariz,47,23,
B41RRG,Trial 16,1,quiet_perro,22,0,
B41RRG,Trial 17,0,quiet_nariz,0,11,DROPPED
B41RRG,Trial 18,0.273809524,noise_ojo,23,61,
B41RRG,Trial 19,0.286956522,quiet_leche,33,82,
B41RRG,Trial 20,0.126760563,noise_leche,9,62,
